CLIENTNUM,Education_Level
808281483,Unknown
712968708,High School
711263058,Unknown
788813658,Graduate
721444758,College
711448983,Graduate
712664658,Graduate
714237033,Uneducated
718370733,Uneducated
713726958,Doctorate
794160408,Graduate
716009883,Graduate
711873033,Unknown
712715208,High School
778899708,Unknown
771865908,Graduate
716273133,Graduate
709927458,Graduate
715162608,Graduate
719862258,Uneducated
788719533,Post-Graduate
715566408,Doctorate
717359208,College
721410858,High School
779420583,Graduate
714222183,Graduate
709079883,Doctorate
721406658,Unknown
713782608,Graduate
720236433,College
785106933,Unknown
716673258,Unknown
708341958,College
797150733,Unknown
718279983,College
718548558,Unknown
780360558,Graduate
715012833,High School
772388508,Graduate
788199858,High School
769578108,Unknown
719843958,Graduate
767197983,High School
711874833,College
714930333,College
720989133,College
720893958,Uneducated
769709058,Uneducated
711005583,High School
826548708,Graduate
711093408,Doctorate
712831908,College
780222408,Graduate
714181008,Graduate
772346358,Uneducated
717489033,High School
710969433,Uneducated
715807383,Post-Graduate
711807333,College
816086508,Unknown
714424533,Graduate
779536233,Graduate
710794983,High School
779890833,High School
779837808,High School
713748708,Graduate
709123908,Graduate
816476658,Unknown
743800833,College
806415183,Doctorate
794054058,Graduate
771907158,Unknown
815789883,College
712177908,College
711234783,Unknown
793379058,Graduate
720480183,Unknown
712974558,College
717409533,Post-Graduate
712200033,High School
713563383,Unknown
802795608,High School
787452333,High School
709520058,Uneducated
819690933,Graduate
820694133,High School
711800658,High School
717722958,Uneducated
712279683,Graduate
716606733,Graduate
716060358,Graduate
709158333,Graduate
721113333,Graduate
712620858,Doctorate
712855683,Post-Graduate
715463133,High School
716551533,High School
771220758,Doctorate
709920258,Graduate
708959583,High School
712510833,College
710840433,College
712853358,High School
788502858,High School
721139808,Graduate
711375558,Uneducated
713798958,Unknown
709362033,Graduate
719860308,Graduate
714443058,College
716315508,Post-Graduate
717651333,Graduate
798489258,Uneducated
710742408,College
812089383,Unknown
711968358,Graduate
794227308,College
719845908,Uneducated
716851908,Unknown
720599658,Unknown
720401658,Graduate
827442858,High School
779034708,Doctorate
718806783,Uneducated
714484008,Uneducated
719176308,College
769662033,College
721020858,College
714630858,Uneducated
710838108,Graduate
712662783,College
713160258,Graduate
778163508,High School
713785608,Doctorate
779905008,Graduate
789491058,Graduate
793736958,High School
720961383,Uneducated
714202008,High School
721479108,Uneducated
715549158,Graduate
710308983,Graduate
710981583,Unknown
712704933,High School
716165508,Uneducated
710630583,High School
709571958,Graduate
790115358,Unknown
715904433,College
709078908,High School
717541308,Graduate
779916408,Graduate
714979383,Graduate
711691608,Graduate
788930358,College
716351208,Uneducated
708266883,Graduate
718858683,Graduate
771617883,High School
718001508,Graduate
708995283,Graduate
721173183,Uneducated
711102858,Doctorate
711722808,Graduate
787466808,Unknown
716116383,Unknown
713257083,Unknown
772661808,Graduate
713382558,College
717596883,Graduate
712993008,Unknown
824763783,College
771730758,High School
780265458,Uneducated
714256758,Unknown
710292333,High School
712171158,High School
787339158,Graduate
788782008,Unknown
714848958,Graduate
714987633,Graduate
717684858,Uneducated
767376483,College
709901058,High School
823149483,Post-Graduate
780073158,High School
779998083,High School
713144208,High School
771594783,College
816613158,Doctorate
770774133,Graduate
712300683,Graduate
714536208,Uneducated
784880958,Graduate
713784558,Graduate
719305608,High School
720190083,Unknown
708323208,Uneducated
781183233,High School
718825908,Doctorate
716963283,Graduate
714924483,Unknown
779922183,High School
719449533,Uneducated
712559058,High School
717853233,College
790069233,High School
794576058,Graduate
779877858,College
772334133,Graduate
714139308,Uneducated
806634783,College
720101658,Graduate
719925483,Graduate
719572833,Graduate
720729108,Unknown
819214233,Graduate
718896108,High School
713723433,High School
708514383,College
716961033,High School
778819083,Doctorate
714773508,Graduate
814181433,College
711984633,Graduate
710662158,Unknown
711356733,Unknown
711456108,Unknown
780727833,High School
771471708,Graduate
714320358,College
720700008,High School
713027058,Doctorate
778228458,Uneducated
781137783,High School
719821908,High School
720537633,Doctorate
712378983,Unknown
763681908,Unknown
721164483,College
715447008,Graduate
769676358,High School
710487033,High School
714197133,College
718488783,College
715663458,Unknown
717865008,Unknown
771400608,Graduate
708148158,Unknown
720589008,Doctorate
784795083,High School
809844108,Doctorate
711521958,Unknown
711833508,High School
713146683,High School
716968683,High School
716279508,College
771336783,High School
717502083,Doctorate
714843483,Uneducated
709745508,Unknown
711382458,Graduate
712190358,Uneducated
788805858,College
709102458,High School
712533708,High School
720326733,Graduate
713605908,Graduate
711598533,High School
795855258,College
826783233,High School
789228108,Graduate
785230083,Uneducated
807946833,Graduate
711011508,Graduate
718632933,College
717284133,High School
711701058,Graduate
712228458,Unknown
717146208,Graduate
719028783,Graduate
713274183,Graduate
789218433,Unknown
790139583,Graduate
720218658,Unknown
747074058,Unknown
719170683,Unknown
708753633,Doctorate
710780883,Uneducated
785237958,College
711333933,Post-Graduate
710797833,Graduate
720154533,Graduate
719123958,Unknown
780942633,High School
720034983,Unknown
717307158,Unknown
708876183,High School
712660308,High School
715958583,High School
771546708,Graduate
711252258,High School
772585008,High School
751143858,High School
708824958,High School
819612933,Graduate
712804383,College
790149483,Uneducated
712121508,Uneducated
778853358,College
716512383,High School
823548858,Graduate
712144158,Graduate
824560758,Graduate
757710783,Graduate
713081583,Unknown
710481333,High School
721060083,College
713759583,High School
717547383,Graduate
711683358,High School
710044308,Graduate
713101383,Unknown
757685733,Graduate
717823383,Unknown
796029483,Graduate
710099358,Unknown
713872008,High School
788802483,Uneducated
817988433,Unknown
823554783,College
710643183,High School
779859558,High School
798238008,Uneducated
811974483,Graduate
778471758,Graduate
718513233,Graduate
718147233,High School
713700258,Post-Graduate
780670083,Unknown
711438033,Graduate
712253058,High School
713519508,High School
789992733,Unknown
710110683,College
720260433,High School
714148758,Post-Graduate
715522233,Doctorate
712790358,Uneducated
714943233,Doctorate
789579033,Graduate
708952758,College
721374033,High School
808891983,Graduate
794516508,High School
714032883,College
778722033,Uneducated
823578483,High School
715148658,Graduate
709669533,High School
787467858,High School
708671733,Graduate
709790058,Graduate
712714008,Unknown
715191258,Unknown
757722708,College
718086783,Uneducated
815253708,High School
715083633,Uneducated
792098883,Doctorate
711873858,High School
713931258,Graduate
787591008,Uneducated
801518958,Graduate
713068833,Uneducated
710566533,Unknown
789151983,Graduate
766673433,Unknown
807589908,Unknown
708190158,High School
784895358,Graduate
710090133,College
799242033,Doctorate
719377383,College
710371683,Doctorate
719926683,High School
793597833,Post-Graduate
713739708,High School
709389558,College
811907583,Uneducated
709087983,Doctorate
712774908,High School
820639908,High School
713497983,High School
713489358,Graduate
711381183,Unknown
814989933,College
711847833,Graduate
772837083,Graduate
713652783,Unknown
719202708,High School
714566133,Graduate
717553683,Unknown
814987983,College
789588933,Graduate
714317058,Graduate
772271508,Uneducated
716366208,Uneducated
710971908,High School
711412533,High School
720593583,Doctorate
720165258,High School
716147658,Uneducated
778436283,High School
711492258,Graduate
771106458,College
713183508,High School
710832108,Unknown
719940483,Graduate
715207458,Unknown
716839983,College
781073733,Graduate
757594083,Unknown
764496708,High School
714080433,College
757675158,Post-Graduate
715361433,High School
778191933,Uneducated
718792758,Uneducated
709738008,Unknown
799020258,Uneducated
718152333,Doctorate
716324583,Uneducated
720887058,Unknown
714825408,High School
788620083,Graduate
719490108,Graduate
709044183,Unknown
756944133,Graduate
785285883,Graduate
779770683,Uneducated
718510983,Unknown
710322033,High School
710560008,High School
711298458,Unknown
789164283,Uneducated
715773783,Graduate
779158533,Uneducated
720463833,Uneducated
712747758,Uneducated
771067308,High School
750995508,Unknown
716171358,College
794637333,Graduate
718437033,Uneducated
718492908,College
716033508,Graduate
717603858,College
714741933,Unknown
716558283,Graduate
719022558,Uneducated
717334233,Uneducated
709222008,Unknown
719192808,Graduate
719281533,College
710877108,High School
714155283,Unknown
771214083,High School
770581983,Graduate
718742808,High School
710257683,Graduate
721426383,Unknown
721041483,Doctorate
719922558,Unknown
715072533,Unknown
716214108,Uneducated
772216833,Graduate
708553008,High School
778880358,Graduate
720258183,Graduate
720689583,High School
758168133,High School
716322783,Unknown
711118083,Graduate
709591533,College
794556333,Unknown
771630783,High School
708672708,High School
715590258,Uneducated
714241083,Graduate
708416433,High School
779183958,Graduate
709061658,Graduate
717384183,Graduate
778921908,College
714745608,High School
709200633,Graduate
714714558,Uneducated
801363633,Graduate
778847808,Graduate
713015433,Unknown
711666708,High School
809631483,Post-Graduate
808967883,Unknown
710532258,High School
812235108,Graduate
817293258,College
714695883,Uneducated
738062658,Graduate
709518858,Graduate
819634233,Graduate
711272058,Graduate
716262708,College
708928008,High School
765755283,Graduate
711922158,Graduate
773177358,Graduate
779638983,Graduate
708723858,Graduate
712184133,Graduate
709948233,Uneducated
709415583,Unknown
714005508,Graduate
712407033,Uneducated
716333283,Unknown
715534083,College
789492558,College
770929383,Graduate
708890133,College
788595183,Graduate
713167383,High School
717704433,Unknown
718590183,Doctorate
719019483,College
710401458,Unknown
720783558,Graduate
772364358,High School
719868183,High School
709388058,Graduate
717004533,High School
714969183,Unknown
720837708,College
759947433,Graduate
767404083,Graduate
781926633,Uneducated
772127508,Uneducated
720518283,Post-Graduate
715380483,Unknown
789296133,Doctorate
711029358,Unknown
712615008,Graduate
816826008,Unknown
715488483,Graduate
717759783,Unknown
796083783,College
709925733,Unknown
715309083,Graduate
778441533,High School
715891533,Graduate
788848458,Unknown
708399858,High School
711944733,High School
712683633,Unknown
785487783,Graduate
718951683,Graduate
718329183,Graduate
788960658,Uneducated
713120433,High School
720980958,Uneducated
709606158,Graduate
714168183,Uneducated
712524858,Graduate
815072283,Graduate
715980258,Doctorate
788715483,Graduate
809276808,Graduate
708885558,High School
789373683,Graduate
714216858,Unknown
719150658,Graduate
712302783,Uneducated
799717458,Unknown
716354883,Graduate
719601708,College
720150858,High School
824915208,Doctorate
798777708,High School
805229133,Unknown
716365233,College
796544133,College
778143183,Graduate
717011958,Graduate
778264008,College
789507408,College
788842008,Uneducated
714742758,Uneducated
717742908,Unknown
712874433,Unknown
711092658,Graduate
720299283,Uneducated
719237058,Doctorate
719671383,Uneducated
788290383,Doctorate
779701983,Graduate
779247483,Uneducated
767093133,Unknown
717979008,Unknown
712132383,College
772306383,Unknown
714469008,Unknown
812446158,Uneducated
779401233,Uneducated
784994883,Unknown
721080183,Graduate
712572858,High School
719759733,Unknown
780371433,Graduate
822170733,College
708224133,Uneducated
719299533,Unknown
780633483,Graduate
771356508,Graduate
823629333,Uneducated
712961658,Uneducated
710464683,Post-Graduate
716688183,High School
789082758,High School
709140858,College
822127008,Post-Graduate
720496158,Unknown
774588633,Graduate
788465583,College
741517458,Graduate
709935708,Unknown
721112508,Graduate
720734583,Post-Graduate
772286658,Graduate
807149058,Unknown
771045708,Graduate
711733308,Uneducated
710518308,Doctorate
716586408,Graduate
713152383,Uneducated
771935283,Graduate
720460083,Unknown
825838908,Uneducated
709082808,High School
710937783,Uneducated
789540108,Uneducated
709824633,High School
717874533,High School
712571883,Graduate
716926758,Uneducated
716181858,Uneducated
779613933,Uneducated
712136058,College
709678608,High School
714276408,Uneducated
719953383,College
718795083,Graduate
720503508,Uneducated
770762133,High School
713555133,High School
711232608,High School
780322908,Unknown
708207783,High School
719590458,Graduate
778679883,Graduate
780230208,College
827703258,High School
807379833,Graduate
711178383,Post-Graduate
712203333,Graduate
709261383,Graduate
715829358,College
713213133,Graduate
778860783,Unknown
779442783,Graduate
780008358,Uneducated
721274208,High School
714076683,College
788791383,High School
709459608,Unknown
711560058,High School
717657333,Graduate
812218908,Unknown
787482033,High School
779141658,Graduate
813810333,Post-Graduate
789613083,Uneducated
794540883,Post-Graduate
811889808,Graduate
720509433,College
715091208,High School
719269308,Graduate
718200333,Uneducated
713487633,Post-Graduate
789363408,High School
713916708,Graduate
823833483,Graduate
717756258,Unknown
712879158,High School
709474683,College
772313358,High School
711856683,Post-Graduate
718530258,Uneducated
716288208,Graduate
718712583,Uneducated
806432433,High School
720074583,Graduate
768848658,Unknown
709895508,Graduate
711542358,High School
718773333,Unknown
816832383,High School
714042108,Uneducated
714664683,Uneducated
713894358,Post-Graduate
715436883,Post-Graduate
715260558,High School
713664258,Unknown
713364783,Post-Graduate
718078008,College
798546408,College
779018508,Uneducated
802668333,Graduate
718320933,Uneducated
789016983,High School
713907633,College
708474333,Graduate
778894233,High School
717244683,College
711410958,High School
799711833,College
714047733,Graduate
710061783,Graduate
711082908,Uneducated
721190358,Unknown
712760208,Graduate
751563933,High School
815498733,Unknown
718433508,Uneducated
720935658,Post-Graduate
714754533,Doctorate
714713508,Doctorate
715038033,Graduate
809169858,Graduate
718379358,Unknown
779456508,Graduate
708907833,High School
708693558,High School
718665933,Unknown
816073983,College
715851333,High School
712884408,High School
715404783,Graduate
773356008,Post-Graduate
789525408,Uneducated
721212258,High School
719625933,Graduate
714304458,High School
819975183,College
785515533,College
720712533,Graduate
709861008,Post-Graduate
713911233,Doctorate
712580958,High School
719473458,High School
711764733,Uneducated
794124708,Graduate
780707733,Graduate
780620883,Uneducated
720849708,Graduate
789312033,Post-Graduate
778742358,Graduate
719658858,Doctorate
713425383,High School
770842833,High School
712029783,Uneducated
718893333,Graduate
711203658,Graduate
718567758,College
771719283,Doctorate
717926358,Graduate
779751258,Graduate
774491958,High School
713428833,Unknown
714166833,Graduate
809464608,High School
789681708,Uneducated
713102733,Graduate
715195383,Graduate
812408058,Unknown
787226508,College
713537733,Doctorate
715170183,Graduate
717109983,High School
713208033,High School
712788258,College
758382183,Graduate
715469583,Graduate
709235058,College
714786483,College
713299758,High School
771912408,Graduate
721445658,Post-Graduate
719787633,Graduate
713697933,Uneducated
712208658,High School
708219108,College
709065483,College
715237683,Graduate
712925808,Unknown
788931558,High School
717521508,High School
713688933,Unknown
712405908,High School
789298833,Uneducated
715729683,High School
717682233,Uneducated
712266633,Unknown
719272458,Graduate
780769308,Unknown
721468533,Graduate
816615633,Doctorate
720167508,Uneducated
711152658,Graduate
771772083,Graduate
708419733,College
709372608,Uneducated
788907033,High School
711136008,Graduate
716691783,High School
812618883,High School
715908558,Graduate
718024908,Graduate
709558608,Uneducated
824177733,High School
719784708,Unknown
717535083,Post-Graduate
712453308,High School
721008933,Graduate
720859533,High School
789556533,Graduate
717656433,Graduate
792524358,High School
758211483,Unknown
801380808,Doctorate
716329383,Graduate
716871633,Uneducated
718491708,College
787502883,Doctorate
715183308,Post-Graduate
713872833,Graduate
708535158,Post-Graduate
711658758,Uneducated
717248583,College
713087958,High School
721495458,Graduate
786097158,High School
712219083,Uneducated
715327683,Post-Graduate
715624533,Unknown
715599633,College
718958583,Post-Graduate
717397983,Uneducated
715037133,Doctorate
818767458,Graduate
778863258,Unknown
712075083,High School
711963183,Uneducated
720903258,Unknown
772404633,Graduate
713302758,Graduate
717859233,Graduate
712955433,Uneducated
718292283,High School
713197308,Graduate
789175683,College
811700058,Graduate
818476383,Unknown
720164358,Graduate
710357208,Uneducated
711325308,Unknown
721486908,High School
711210633,Uneducated
712570458,High School
712058133,College
708153558,Doctorate
709893858,Post-Graduate
709225758,Post-Graduate
709984083,Unknown
711854808,High School
822125283,Uneducated
717340608,High School
711084183,Uneducated
720891633,High School
719607183,Graduate
715839708,Graduate
717008358,Unknown
769152783,High School
788240358,Graduate
716098683,Graduate
802675983,Graduate
712716108,Graduate
709238358,Uneducated
708682908,Unknown
812794983,College
708968733,Uneducated
779315508,Post-Graduate
740065833,Graduate
721063533,Graduate
718189908,Unknown
780064983,Graduate
770920908,Unknown
718046433,Graduate
711842508,Uneducated
772869033,Unknown
715298808,High School
708877458,Uneducated
787496733,Uneducated
789469083,Unknown
709497108,High School
784819758,Graduate
720412308,Unknown
719178183,Graduate
789560433,Post-Graduate
712931733,Graduate
714417183,Uneducated
771097683,High School
713824983,High School
715360458,Graduate
711736083,College
714821433,College
779263533,Graduate
773988708,Uneducated
719623083,Doctorate
718304583,Unknown
720198183,College
780545133,Graduate
711128433,Uneducated
789960783,Graduate
709556208,College
712053033,Unknown
794482158,College
780450708,College
710016708,Graduate
709434408,Unknown
778716783,Unknown
712447758,Graduate
779435883,High School
719918358,Graduate
720474408,Graduate
719401158,Post-Graduate
778430733,High School
717583908,High School
823519458,Graduate
712381683,Unknown
716045508,Unknown
820936533,Graduate
721227258,Post-Graduate
771304383,High School
717600483,Unknown
778865583,Graduate
709871658,Unknown
818280108,High School
716350008,Uneducated
778172583,High School
719121708,Graduate
714342033,High School
788811558,High School
788943333,Post-Graduate
719258433,Graduate
717895833,College
711550983,Graduate
714077583,Post-Graduate
720939933,Unknown
716725008,High School
788824083,Uneducated
716335983,High School
719157933,Uneducated
716704158,Doctorate
716258358,Uneducated
827904183,Uneducated
820394733,College
716574033,High School
736786908,College
774099708,High School
714282333,College
717471933,Unknown
818316108,Graduate
709838508,Graduate
716212383,High School
757667133,College
794571108,Graduate
711370458,Graduate
788528958,Graduate
716745408,High School
771752508,Doctorate
788916933,College
714938733,Post-Graduate
761818758,Graduate
714422058,Graduate
712191783,High School
716319258,Uneducated
719813058,Unknown
712351908,High School
716742483,Graduate
708160008,Uneducated
709269708,Graduate
779098308,College
717257658,Graduate
775112958,Unknown
788812608,Uneducated
711002058,Unknown
716199408,Graduate
718100808,Uneducated
790051758,Graduate
772430733,Graduate
713460258,Doctorate
820036533,Unknown
719785683,Post-Graduate
711830433,College
807393558,Unknown
718306308,Graduate
772725408,Uneducated
711183558,High School
720317658,Graduate
710596983,Uneducated
716986458,High School
717382608,Graduate
825767658,Graduate
717513933,College
789186858,Graduate
717658758,Graduate
715575258,Graduate
714975633,High School
715396983,Uneducated
712624383,College
721335558,Graduate
711167808,Unknown
713761608,Graduate
713367858,Unknown
710489583,Graduate
720422358,Post-Graduate
772098858,Uneducated
789304983,Unknown
779257233,Uneducated
717579258,Unknown
709418508,Graduate
778439883,High School
716063583,High School
716609433,High School
721053633,College
711559008,Post-Graduate
718698558,College
770190258,Graduate
709008708,College
823922208,Unknown
718457058,High School
708472008,Uneducated
710395233,Graduate
716732958,High School
780108408,Graduate
720962208,Post-Graduate
714019083,Graduate
721225083,Unknown
819109308,Graduate
721029858,Graduate
716762733,Doctorate
710260983,Graduate
793608258,Graduate
719677758,Unknown
771411408,Post-Graduate
794191008,College
708905733,Uneducated
788327358,Graduate
751974258,Unknown
805516608,Graduate
720006333,College
780114558,High School
713090658,Uneducated
718889508,College
824799108,High School
788618208,Unknown
713133258,Unknown
717370533,Post-Graduate
720425508,Graduate
712948383,Graduate
712839633,Uneducated
820330008,High School
826150608,Uneducated
779187783,Unknown
720809358,College
714054408,College
789827208,Graduate
718308558,Graduate
801064833,Graduate
719838558,Uneducated
714510483,Graduate
718246458,Graduate
710822808,College
791730183,College
709722858,Graduate
712582983,Graduate
714999483,Uneducated
711388458,High School
796174983,High School
712918083,Unknown
715459158,High School
712687083,Graduate
713003358,Graduate
812443458,Graduate
712984983,Unknown
708826158,Uneducated
788725608,Graduate
717559533,Graduate
720443358,Unknown
806694333,Unknown
709770408,Graduate
718259433,High School
770705208,Unknown
720655833,High School
797898858,Uneducated
779548008,Graduate
718388733,College
711742758,College
757863258,Graduate
711947358,Uneducated
712157958,High School
814760358,Graduate
710192283,Post-Graduate
718977483,Graduate
712129158,Uneducated
714880533,Graduate
808287408,Graduate
709619433,Doctorate
708881583,Uneducated
711332883,High School
717696333,Unknown
820587258,Graduate
768733533,Uneducated
779779083,High School
720735408,Doctorate
819160158,Uneducated
804601833,High School
714823308,College
711577458,Uneducated
787539333,Graduate
716806383,Graduate
812230308,Graduate
778420383,Graduate
774012933,College
718756533,Uneducated
812224983,Graduate
714284358,Uneducated
709530408,Doctorate
750690258,Graduate
716283108,Uneducated
718353633,Post-Graduate
718528833,High School
718006608,Uneducated
710569233,Unknown
718694658,Unknown
779293308,Graduate
718276758,Graduate
712654233,High School
719296383,High School
808279158,Graduate
780497958,High School
715519983,Post-Graduate
708568983,High School
823648983,Uneducated
789412458,Post-Graduate
716837508,Graduate
711249858,Unknown
712009083,Unknown
720522633,College
713071383,Unknown
712938258,Graduate
719071158,Graduate
709046958,Unknown
708748833,Graduate
711364233,Unknown
712645908,High School
708428958,Unknown
719714658,Post-Graduate
720874983,Uneducated
719180958,Uneducated
710360583,Uneducated
823848183,Unknown
783121008,Graduate
789529158,High School
708500883,Uneducated
811965558,College
714383583,Unknown
809425533,Uneducated
716858433,Graduate
812534958,High School
714052158,High School
780200208,Unknown
711458583,College
826451433,Graduate
719740983,Unknown
709019283,College
710213508,High School
710814633,Uneducated
775267158,Graduate
712268808,Graduate
720178158,High School
779805408,Unknown
710958933,Graduate
720698883,High School
780384483,Unknown
714190983,Graduate
713808633,Uneducated
710295858,Graduate
713209308,Graduate
788709408,Unknown
717757608,College
715300683,Uneducated
711436983,Unknown
789582483,High School
790168083,High School
742865883,Unknown
770848308,Graduate
713486583,Graduate
708697983,High School
823539558,Uneducated
711339258,Graduate
781171908,Graduate
815582358,Unknown
755212608,Unknown
716486508,High School
771674958,High School
787909158,Graduate
717140733,Graduate
799468083,Graduate
718993533,Graduate
713870958,Uneducated
709171308,High School
798553158,Graduate
720819858,Post-Graduate
815078433,Unknown
710924658,High School
709883883,Uneducated
718650258,Graduate
711613308,Unknown
718558758,Unknown
718504233,Uneducated
709108533,Graduate
713236458,Unknown
714352533,Graduate
717353433,Unknown
813804783,High School
771062733,Graduate
715649358,College
713552958,Graduate
715209333,High School
769935783,Unknown
815613033,Unknown
718732833,College
816328308,Graduate
711814608,High School
803216433,Graduate
710694033,Graduate
709257708,High School
720174033,Graduate
820666083,Graduate
712044558,Uneducated
713131158,Uneducated
803335008,Graduate
795869583,Uneducated
789535233,Graduate
716441058,High School
718113633,Uneducated
708908883,Graduate
712152408,High School
708229308,Unknown
715351983,Unknown
798451908,Graduate
794962983,Graduate
721000833,Uneducated
720086358,Doctorate
710064033,Uneducated
780588258,Unknown
710833908,High School
714449283,Uneducated
772339383,Post-Graduate
721382208,High School
779349783,Doctorate
789450408,Uneducated
709210833,Doctorate
821752908,High School
789878283,Graduate
709319658,Graduate
719222133,Graduate
715551783,Uneducated
712718958,High School
709764483,Graduate
783361533,Unknown
717942033,Uneducated
817908783,Unknown
713708358,Unknown
713705358,Graduate
789551883,Graduate
812247033,Uneducated
717580458,Uneducated
780551733,High School
719722308,Uneducated
718328283,High School
826061508,Uneducated
715610733,Uneducated
710161083,Uneducated
712464933,Graduate
768181608,Graduate
713869083,High School
711465333,High School
719924433,Graduate
719248158,High School
719944458,High School
715799808,High School
721264533,Unknown
711838008,Graduate
711826983,Unknown
719413383,Uneducated
712990458,Graduate
789594108,College
718764708,Graduate
820271208,Graduate
708369633,Graduate
712055433,High School
721114458,College
714959358,High School
708396033,Uneducated
719593608,Uneducated
715830558,Uneducated
716406483,Unknown
714941358,Graduate
716088783,College
718458858,Graduate
715754133,Graduate
715630983,Graduate
712768983,Graduate
716881683,Uneducated
711108408,Uneducated
717565233,Doctorate
789539058,Uneducated
768643158,Graduate
721530633,Graduate
721188033,College
810261633,Graduate
717529233,Graduate
719365233,Unknown
720943308,Graduate
714425283,High School
711794358,College
719683158,Unknown
709406733,Graduate
708572658,Graduate
714001008,Uneducated
712833633,Post-Graduate
716260833,Unknown
708863733,Unknown
717076458,Unknown
712412958,Doctorate
720535008,Uneducated
711578658,High School
709373883,Unknown
780730008,College
824816358,Uneducated
716106108,Post-Graduate
709807383,Unknown
716430933,Unknown
789866133,Graduate
718634058,High School
715129983,Graduate
717177783,Unknown
719694408,College
806992533,Graduate
718045008,Post-Graduate
711010683,High School
714759708,High School
718801158,Graduate
712256358,Graduate
779803008,High School
710968008,Uneducated
771584658,Unknown
718102758,High School
811076883,Graduate
770970558,Unknown
758863383,Uneducated
716863458,Uneducated
766821033,Unknown
814590483,Graduate
773283108,High School
721006458,Unknown
714615258,High School
788687133,Graduate
820108008,Unknown
717781608,Graduate
720136458,Post-Graduate
716247708,College
714968208,High School
719913783,Graduate
720621408,Uneducated
721169883,College
719324658,College
714577233,Graduate
712367658,Uneducated
803655333,Post-Graduate
710455608,High School
711328458,High School
708123033,Graduate
713514633,Graduate
710745633,Unknown
710374008,Graduate
772166058,Unknown
715017858,Uneducated
717571683,Uneducated
743420208,College
716201883,Graduate
714593883,Graduate
711003483,Unknown
819628158,Graduate
712021233,Graduate
708573933,Unknown
710758683,Graduate
718288833,Unknown
708873183,Post-Graduate
766224933,Graduate
771626283,Post-Graduate
720372483,High School
712916958,Graduate
716124408,Graduate
714128283,Unknown
708163758,Unknown
716979183,College
716480358,Uneducated
800758233,College
720413658,High School
715832058,Graduate
716323683,Graduate
819616383,Uneducated
771069033,Unknown
821241708,Unknown
716987358,Post-Graduate
710300733,High School
712497783,Unknown
709259958,Graduate
716296833,Doctorate
715728108,Graduate
771507258,Graduate
713758758,High School
779809908,High School
816310158,Uneducated
780349833,College
818235408,College
709213458,High School
719634408,Unknown
709934808,Unknown
712238958,Graduate
711813258,College
789983133,Graduate
792139308,Graduate
718123608,Graduate
715369008,High School
717556758,High School
718252533,Graduate
716340783,High School
717898758,Graduate
825743583,Graduate
717711108,Unknown
789791808,High School
807971658,Unknown
770220558,Unknown
818239983,Unknown
712544358,Graduate
720306408,High School
721488858,Uneducated
710771433,Graduate
708662583,Unknown
717663033,Uneducated
721524858,Unknown
788778033,College
708649683,High School
708770883,Uneducated
708152358,Post-Graduate
719210133,Uneducated
714690633,Graduate
719719158,Post-Graduate
712690458,Uneducated
718758783,Unknown
716947083,High School
709075533,Uneducated
712952283,Graduate
718799958,Graduate
718663983,Doctorate
789550458,High School
708226833,High School
714361083,College
714608583,High School
710775483,High School
709410033,High School
717173358,Graduate
719773158,Graduate
771292233,Unknown
756371058,Unknown
709476033,Uneducated
770560683,Graduate
788766933,Post-Graduate
713550483,Graduate
709928358,Graduate
713895633,High School
720471108,High School
718192608,Uneducated
805485933,Graduate
712517808,High School
780604083,Unknown
715311183,Post-Graduate
712265508,Post-Graduate
715051608,High School
757786608,Post-Graduate
714303483,College
718728108,Uneducated
710019933,Uneducated
812453283,Graduate
717439983,Graduate
714391683,Unknown
827901183,Graduate
708841233,College
710663508,Uneducated
716439258,Graduate
719610708,Graduate
715026258,Graduate
711706458,Doctorate
712180308,High School
802622733,Uneducated
778832883,Post-Graduate
788671608,College
718023708,Uneducated
718692258,Unknown
718357458,Unknown
714003483,Doctorate
713632983,High School
711008508,Graduate
815230458,High School
719612583,Uneducated
709514433,High School
815826708,Unknown
815520333,High School
718661958,College
788980983,High School
721171008,Unknown
714682233,Graduate
720736608,Graduate
718333983,Unknown
772207683,Graduate
714794133,Uneducated
756639708,Unknown
713686008,Graduate
713475633,Unknown
717518733,High School
712532058,Post-Graduate
789666333,Graduate
711422358,Post-Graduate
708510858,Uneducated
767023308,College
789289383,Graduate
708805908,Graduate
710155158,Uneducated
713330133,Graduate
714403983,Graduate
720353808,High School
710362233,Unknown
771484908,Graduate
717047583,Doctorate
715694433,Unknown
793456983,Post-Graduate
715742658,Graduate
715518783,Graduate
779514558,High School
720017958,Unknown
712895733,Uneducated
719039283,Uneducated
719629308,Unknown
754443033,Graduate
716159958,Unknown
712195383,Doctorate
822885033,High School
716543433,College
717403158,Uneducated
826065258,Unknown
709397508,Uneducated
720748608,Graduate
709823733,Graduate
713542908,Graduate
720512433,Uneducated
713671158,Uneducated
802449933,Uneducated
716723658,Post-Graduate
710451708,Graduate
809540733,High School
716372358,Graduate
710162133,Graduate
710878308,Graduate
710262408,Graduate
713975433,High School
771244383,College
710405808,Graduate
715542783,Graduate
815840283,Unknown
788908308,High School
789394833,Unknown
712609533,Uneducated
710237283,Graduate
770766633,Post-Graduate
823837158,Graduate
712123008,High School
711727083,Graduate
720033033,Post-Graduate
787723758,Unknown
770926158,Doctorate
